skewness_x,skewness_y,skewness_z,kurtosis_x,kurtosis_y,kurtosis_z,std_x,std_y,std_z,cov_xy,cov_xz,cov_yz,mpsd_x,mpsd_y,mpsd_z,spsd_x,spsd_y,spsd_z,fftx1,fftx2,fftx3,fftx4,fftx5,fftx6,fftx7,fftx8,fftx9,fftx10,fftx11,fftx12,fftx13,fftx14,fftx15,fftx16,fftx17,fftx18,fftx19,fftx20,fftx21,fftx22,fftx23,fftx24,fftx25,fftx26,fftx27,fftx28,fftx29,fftx30,fftx31,fftx32,ffty1,ffty2,ffty3,ffty4,ffty5,ffty6,ffty7,ffty8,ffty9,ffty10,ffty11,ffty12,ffty13,ffty14,ffty15,ffty16,ffty17,ffty18,ffty19,ffty20,ffty21,ffty22,ffty23,ffty24,ffty25,ffty26,ffty27,ffty28,ffty29,ffty30,ffty31,ffty32,fftz1,fftz2,fftz3,fftz4,fftz5,fftz6,fftz7,fftz8,fftz9,fftz10,fftz11,fftz12,fftz13,fftz14,fftz15,fftz16,fftz17,fftz18,fftz19,fftz20,fftz21,fftz22,fftz23,fftz24,fftz25,fftz26,fftz27,fftz28,fftz29,fftz30,fftz31,fftz32,tired
8.645185046,10.5435431,-33.76782331,3.867854714,2.940836677,6.340163407,0.038367863,0.075918634,0.051437834,0.127558605,0.127558605,-0.258777577,0.000641814,0.004430993,0.001755145,0.002009496,0.014319441,0.006132068,0.037615699,0.022497351,0.014711437,0.013245033,0.01154825,0.01051534,0.00891416,0.008682871,0.008447428,0.007646079,0.007382766,0.006802376,0.005819317,0.005768855,0.005483037,0.004057357,0.003022475,0.002403094,0.002333995,0.002285245,0.002160575,0.001981337,0.001762984,0.001562956,0.001457148,0.000547611,0.000513415,0.000432758,0.000400063,0.00038468,0.000376607,0.000333345,0.077880795,0.061608168,0.049390981,0.028724543,0.025890271,0.023461519,0.02332922,0.021814844,0.019249145,0.018485605,0.01700061,0.015991547,0.014780661,0.013359852,0.011773737,0.009069104,0.008034471,0.007918841,0.007170391,0.005609381,0.004947629,0.003110833,0.002993964,0.002029467,0.00194242,0.001581697,0.001289695,0.001023443,0.000884058,0.000856975,0.000819562,0.000803283,0.037615699,0.022497351,0.014711437,0.013245033,0.01154825,0.01051534,0.00891416,0.008682871,0.008447428,0.007646079,0.007382766,0.006802376,0.005819317,0.005768855,0.005483037,0.004057357,0.003022475,0.002403094,0.002333995,0.002285245,0.002160575,0.001981337,0.001762984,0.001562956,0.001457148,0.000547611,0.000513415,0.000432758,0.000400063,0.00038468,0.000376607,0.000333345,0
20.754496,6.636223761,-31.20096117,5.1599819,2.869604611,5.536820465,0.042270039,0.070768771,0.046742489,0.432303637,0.432303637,-0.419933866,0.000646257,0.00395081,0.001607149,0.001882456,0.013386393,0.00588397,0.034947474,0.021472254,0.017022304,0.016469526,0.016318709,0.015993703,0.011840239,0.011099679,0.011006211,0.008811099,0.008126935,0.008045002,0.007621779,0.006698938,0.005976144,0.005734199,0.005134095,0.005011125,0.004822012,0.003797574,0.003583543,0.00294781,0.002542932,0.002273734,0.002201484,0.002151182,0.001980083,0.001580408,0.001324265,0.000552521,0.00050531,0.000474059,0.078807453,0.052288149,0.038846856,0.027387479,0.026387865,0.023488715,0.023049343,0.023035807,0.020776286,0.020633215,0.018968657,0.016419903,0.013517039,0.013333941,0.013135748,0.012640204,0.010573888,0.009960686,0.008260964,0.007510187,0.006823432,0.005630339,0.004324056,0.003236213,0.002865451,0.002466686,0.001911133,0.001364503,0.000962563,0.000942242,0.00071412,0.000686379,0.034947474,0.021472254,0.017022304,0.016469526,0.016318709,0.015993703,0.011840239,0.011099679,0.011006211,0.008811099,0.008126935,0.008045002,0.007621779,0.006698938,0.005976144,0.005734199,0.005134095,0.005011125,0.004822012,0.003797574,0.003583543,0.00294781,0.002542932,0.002273734,0.002201484,0.002151182,0.001980083,0.001580408,0.001324265,0.000552521,0.00050531,0.000474059,0
27.12709895,12.63299245,-39.4496608,9.981141746,3.515731796,6.804819963,0.051773481,0.068756233,0.044407715,0.352083065,0.352083065,-0.456147243,0.000989977,0.003388912,0.00166812,0.002720532,0.012890336,0.006781368,0.029496324,0.025298127,0.021749795,0.020552724,0.019813926,0.018205162,0.014565886,0.014304113,0.013554818,0.013404885,0.01340219,0.013393898,0.012614632,0.011367708,0.010735994,0.010298813,0.009846551,0.009250566,0.009240759,0.008950823,0.006492147,0.006262198,0.005550074,0.005160548,0.004509829,0.004437572,0.004190534,0.00361511,0.003207148,0.002800663,0.002661966,0.002057699,0.072513089,0.040743698,0.040646854,0.038838408,0.026101639,0.024470081,0.022704215,0.021464042,0.019620358,0.019394882,0.017959249,0.015538205,0.01414379,0.01342468,0.011571052,0.011429338,0.007853374,0.006830427,0.006549998,0.006106745,0.005979417,0.005114054,0.004495555,0.004488892,0.004485104,0.004240093,0.00270903,0.002311075,0.002045976,0.001584804,0.001249135,0.001175565,0.029496324,0.025298127,0.021749795,0.020552724,0.019813926,0.018205162,0.014565886,0.014304113,0.013554818,0.013404885,0.01340219,0.013393898,0.012614632,0.011367708,0.010735994,0.010298813,0.009846551,0.009250566,0.009240759,0.008950823,0.006492147,0.006262198,0.005550074,0.005160548,0.004509829,0.004437572,0.004190534,0.00361511,0.003207148,0.002800663,0.002661966,0.002057699,0
21.29447536,19.18619164,-44.11002652,6.150414251,3.594928577,7.826264112,0.042699405,0.064726375,0.041907478,0.372509509,0.372509509,-0.421826322,0.000636494,0.003157885,0.001523496,0.001988113,0.011724668,0.006324844,0.024996828,0.020144168,0.019878612,0.019816317,0.018526149,0.012018461,0.011702031,0.011507545,0.011485815,0.01124473,0.010551359,0.009906579,0.008484435,0.008199348,0.007605296,0.007338268,0.007303133,0.006151647,0.005776234,0.005161393,0.005072073,0.004998271,0.004804155,0.004549763,0.003945,0.003923173,0.003852844,0.003827348,0.003265056,0.003261254,0.003115104,0.002746052,0.06943128,0.040668272,0.040066931,0.038350281,0.022565337,0.018273475,0.018269365,0.018030263,0.016188012,0.015526765,0.014965609,0.013912398,0.013895794,0.013135364,0.011939776,0.011733358,0.008961703,0.008957998,0.008425805,0.008071441,0.006945401,0.00578241,0.005757743,0.00520895,0.005053961,0.004742461,0.004041969,0.0031499,0.002446422,0.002421858,0.002006463,0.001436742,0.024996828,0.020144168,0.019878612,0.019816317,0.018526149,0.012018461,0.011702031,0.011507545,0.011485815,0.01124473,0.010551359,0.009906579,0.008484435,0.008199348,0.007605296,0.007338268,0.007303133,0.006151647,0.005776234,0.005161393,0.005072073,0.004998271,0.004804155,0.004549763,0.003945,0.003923173,0.003852844,0.003827348,0.003265056,0.003261254,0.003115104,0.002746052,0
8.260284828,18.68260903,-44.11711721,5.509408476,3.549263858,7.35748835,0.039431765,0.065187153,0.040044157,0.26578116,0.26578116,-0.466188051,0.000544669,0.003387861,0.001583517,0.001652984,0.012087899,0.006555611,0.027682263,0.019742996,0.01771526,0.013697433,0.012415248,0.011957979,0.011404718,0.011370738,0.011363067,0.01017703,0.009821879,0.009431111,0.00900562,0.007745731,0.007254969,0.006451186,0.006221614,0.006167178,0.005827042,0.005444415,0.004678994,0.003971701,0.003810945,0.003257417,0.002519765,0.002440365,0.002392316,0.002094209,0.001794228,0.001654513,0.001582612,0.001461933,0.072338308,0.042524302,0.038874035,0.038088025,0.027288949,0.020976285,0.018202887,0.017788597,0.016968745,0.016723255,0.016707659,0.01433572,0.013284169,0.010766706,0.009929381,0.009112628,0.00757772,0.006305403,0.006153238,0.005842035,0.005326744,0.00504105,0.004714988,0.004463913,0.003936797,0.003370631,0.003063364,0.002635475,0.002030334,0.001315524,0.001301243,0.001278441,0.027682263,0.019742996,0.01771526,0.013697433,0.012415248,0.011957979,0.011404718,0.011370738,0.011363067,0.01017703,0.009821879,0.009431111,0.00900562,0.007745731,0.007254969,0.006451186,0.006221614,0.006167178,0.005827042,0.005444415,0.004678994,0.003971701,0.003810945,0.003257417,0.002519765,0.002440365,0.002392316,0.002094209,0.001794228,0.001654513,0.001582612,0.001461933,0
-8.375794394,16.21928342,-35.53586231,4.996932886,3.260437253,6.546253264,0.035290076,0.069775308,0.043533321,0.154911379,0.154911379,-0.338298432,0.000425292,0.003336757,0.001899298,0.001309492,0.012114494,0.007924236,0.023122543,0.018679839,0.016978927,0.014848712,0.014231897,0.011803752,0.010581404,0.010550467,0.009172724,0.00806906,0.007885553,0.006756793,0.006736016,0.005819961,0.005762241,0.005368351,0.004590361,0.004420151,0.00417416,0.003372174,0.003372172,0.002878244,0.002712001,0.002588242,0.001708722,0.00169669,0.001692597,0.001604349,0.001582992,0.001542289,0.00106052,0.000810348,0.067412935,0.043341403,0.043128843,0.042369292,0.026199682,0.019971737,0.019698793,0.01811092,0.017299103,0.016829814,0.015387126,0.014103204,0.014051091,0.013732385,0.012396877,0.011364478,0.009994788,0.009975312,0.009967032,0.009169426,0.009104514,0.007456462,0.005150204,0.004707678,0.004609482,0.004289649,0.003556806,0.003109574,0.002688865,0.002254266,0.001958661,0.001584604,0.023122543,0.018679839,0.016978927,0.014848712,0.014231897,0.011803752,0.010581404,0.010550467,0.009172724,0.00806906,0.007885553,0.006756793,0.006736016,0.005819961,0.005762241,0.005368351,0.004590361,0.004420151,0.00417416,0.003372174,0.003372172,0.002878244,0.002712001,0.002588242,0.001708722,0.00169669,0.001692597,0.001604349,0.001582992,0.001542289,0.00106052,0.000810348,0
-14.52573483,17.40512275,-35.22010199,4.926105999,3.562050094,7.059393135,0.034836756,0.072655065,0.046669702,0.235499858,0.235499858,-0.378195174,0.000410207,0.003505316,0.002056094,0.001244235,0.012584465,0.008549918,0.02259001,0.01547694,0.014655998,0.014321842,0.012160563,0.011018462,0.010342167,0.010135553,0.009985655,0.009786801,0.008774656,0.008585916,0.008392213,0.008176266,0.007502895,0.006953744,0.006623881,0.005202978,0.004454903,0.003590031,0.003395109,0.003105665,0.002812479,0.002799034,0.002611607,0.002605004,0.002284898,0.002028361,0.001669111,0.001612852,0.001394432,0.001258571,0.068706468,0.048462405,0.047098911,0.046403354,0.02508651,0.018378875,0.01785504,0.01728262,0.016538112,0.013995733,0.013502822,0.012920294,0.012905789,0.012207451,0.011386881,0.010648111,0.010535709,0.010329139,0.010066118,0.009317975,0.00872396,0.00804384,0.007963273,0.006751228,0.006574127,0.006252978,0.005591505,0.00436827,0.003183049,0.002586702,0.001969163,0.00145449,0.02259001,0.01547694,0.014655998,0.014321842,0.012160563,0.011018462,0.010342167,0.010135553,0.009985655,0.009786801,0.008774656,0.008585916,0.008392213,0.008176266,0.007502895,0.006953744,0.006623881,0.005202978,0.004454903,0.003590031,0.003395109,0.003105665,0.002812479,0.002799034,0.002611607,0.002605004,0.002284898,0.002028361,0.001669111,0.001612852,0.001394432,0.001258571,0
19.71514291,8.880186494,-27.68404957,5.90126921,2.656340672,5.367114737,0.052581503,0.079107552,0.051126012,0.407712444,0.407712444,-0.460138605,0.000928329,0.004611926,0.002173104,0.00250779,0.015475981,0.007816994,0.045005727,0.027974446,0.027830179,0.02162852,0.018458341,0.015483649,0.013878798,0.013066719,0.010256825,0.009440419,0.008568911,0.006863356,0.006670349,0.005098178,0.004910268,0.004898855,0.00443641,0.002929204,0.002837865,0.002821192,0.002166519,0.002162931,0.001999529,0.001888995,0.001707611,0.000998216,0.000927608,0.000912813,0.000846668,0.000827965,0.000696037,0.000677989,0.081417219,0.062812847,0.046101526,0.033593552,0.02738141,0.02546354,0.025428345,0.023403042,0.021901411,0.020144108,0.017874411,0.01664496,0.0161933,0.012279926,0.012179627,0.011864837,0.01169229,0.010046653,0.00771519,0.007627288,0.007018185,0.0040573,0.003167118,0.002659464,0.002530031,0.001391716,0.00123003,0.000991603,0.000865021,0.00086345,0.000777957,0.000765651,0.045005727,0.027974446,0.027830179,0.02162852,0.018458341,0.015483649,0.013878798,0.013066719,0.010256825,0.009440419,0.008568911,0.006863356,0.006670349,0.005098178,0.004910268,0.004898855,0.00443641,0.002929204,0.002837865,0.002821192,0.002166519,0.002162931,0.001999529,0.001888995,0.001707611,0.000998216,0.000927608,0.000912813,0.000846668,0.000827965,0.000696037,0.000677989,0
9.831626769,8.834454186,-22.9573998,10.97832214,4.089397949,4.713782655,0.053715771,0.074977234,0.043832002,0.55135562,0.55135562,-0.419030561,0.001074891,0.003525318,0.001921819,0.002925163,0.013176633,0.007911519,0.02875308,0.02022108,0.019351772,0.018204737,0.017971785,0.016504166,0.016260247,0.016237457,0.015621297,0.014941164,0.014037165,0.013834698,0.013771911,0.013634269,0.012947681,0.012681653,0.01113058,0.010985019,0.010539689,0.010455982,0.010142606,0.010019255,0.009984389,0.008967893,0.007981426,0.007878275,0.005693539,0.005519631,0.004050698,0.003420249,0.003390144,0.003377592,0.066119403,0.041164002,0.039791023,0.038135162,0.032514469,0.026404407,0.022507578,0.020363862,0.020285734,0.020226236,0.018421206,0.018038435,0.017473027,0.016354458,0.015078221,0.014689689,0.014266688,0.01289391,0.012409804,0.01132748,0.010866894,0.010537593,0.01039492,0.009014337,0.006944013,0.00631965,0.006092087,0.005716463,0.004486147,0.00256029,0.002269881,0.002012455,0.02875308,0.02022108,0.019351772,0.018204737,0.017971785,0.016504166,0.016260247,0.016237457,0.015621297,0.014941164,0.014037165,0.013834698,0.013771911,0.013634269,0.012947681,0.012681653,0.01113058,0.010985019,0.010539689,0.010455982,0.010142606,0.010019255,0.009984389,0.008967893,0.007981426,0.007878275,0.005693539,0.005519631,0.004050698,0.003420249,0.003390144,0.003377592,0
-0.732170071,16.39390845,-33.0905615,5.747873233,3.408252482,6.310903425,0.041925181,0.07088289,0.045654249,0.31496822,0.31496822,-0.457641724,0.000598259,0.003394838,0.001965705,0.001819321,0.012246189,0.008157369,0.021878628,0.018560348,0.015834594,0.015161485,0.015009092,0.014791577,0.014667193,0.012540268,0.012182658,0.011623054,0.011568962,0.010959325,0.010724361,0.009934058,0.009710572,0.009577689,0.009537402,0.009171866,0.008993481,0.007285013,0.006659828,0.00485887,0.004076389,0.002719531,0.002700008,0.002547178,0.002421164,0.002137883,0.001880335,0.00174049,0.001503308,0.00131836,0.068189055,0.046120699,0.042890489,0.042350947,0.028138729,0.020989069,0.018946131,0.017648297,0.015929865,0.015417864,0.015369412,0.014749102,0.014639771,0.011736033,0.011445451,0.011092033,0.010750572,0.010165141,0.009670379,0.009311931,0.009232553,0.007972599,0.007558203,0.00588008,0.005488209,0.005051604,0.004965465,0.004765836,0.004373404,0.002691477,0.002518302,0.001292085,0.021878628,0.018560348,0.015834594,0.015161485,0.015009092,0.014791577,0.014667193,0.012540268,0.012182658,0.011623054,0.011568962,0.010959325,0.010724361,0.009934058,0.009710572,0.009577689,0.009537402,0.009171866,0.008993481,0.007285013,0.006659828,0.00485887,0.004076389,0.002719531,0.002700008,0.002547178,0.002421164,0.002137883,0.001880335,0.00174049,0.001503308,0.00131836,0
